Animal Name,Location,Price
Male Patagonian Cavy,Location: North Carolina,Price: $300.00
"Bennet Albino Wallaby (Petting Zoo, Very Friendly)",Location: Indiana,"Price: $4,000.00"
Cougars,Location: Indiana,n/a
Black Bears,Location: Indiana,n/a
Kodiak Brown Bear cub,Location: Indiana,n/a
Wolf Dog pups,Location: Kentucky,"Price: $1,500.00"
Tame Female Cavie,Location: South Carolina,n/a
Male neutered caracal,Location: Kentucky,n/a
Baby Hedgehogs,Location: Arkansas,Price: $200.00
WOLFDOG HYBRID PUPPIES FOR SALE,Location: Ohio,"Price: $1,000.00"
Fennec Fox Bottle Babies,Location: Wisconsin,n/a
Porcupine babies,Location: Indiana,"Price: $12,345.00"
Wolf Cubs very high content!!!,Location: Louisiana,"Price: 1,800.00"
Vervet Male 4 yrs old,Location: South Carolina,n/a
Mid content wolfdog puppies,Location: Oregon,"Price: $1,500.00"
Hedgehog Baby,Location: Arizona,Price: $150.00
Fox pups,Location: Ohio,Price: $310.00
Cougar,Location: Ohio,n/a
Baby Ringtail Lemurs (they are Primates),Location: Nevada,"Price: 6,400.00"
Wolf Dog Puppies,Location: Arkansas,n/a
European Big Horn Sheep or Mouflons,Location: California,n/a
Male Bennett Wallaby,Location: Tennessee,"Price: $3,500.00"
Baby Kinkajou male,Location: Texas,n/a
Mini lop rabbits for sale,Location: California,Price: $100.00
F1 savannah boys,Location: Washington,n/a
1 BABY SQUIRREL MONKEY JUST BORN. FINANCING AVAILABLE !! TRAINING AND AFTER CARE SUPPORT,Location: Florida,"Price: $9,900.00"
Alpacas,Location: Missouri,Price: 700$-1250$
"Sugar Gliders Ruby,  Leucitic , Cremeino",Location: Florida,Price: 250 each
Female breeder Kinkajou,Location: Louisiana,"Price: $2,000.00"
Wolfdog Hybrid Puppies 12.5% Wolf Content,Location: Oregon,n/a
Marmosets Available at TreeTopExotics,Location: Florida,"Price: 4,000"
Female Ferret for breeding,Location: Louisiana,n/a
Marmoset babies,Location: Tennessee,"Price: $4,000.00"
Cuscus,Location: Mississippi,"Price: $2,200.00"
Cusimanse,Location: Mississippi,n/a
Fox pups,Location: Ohio,n/a
Belle the Bobcat,Location: Indiana,n/a
Red Kangaroo,Location: Indiana,"Price: $1,200.00"
Hybrid timber wolfs for sale,Location: Ohio,Price: $895.00
Howling Hickory Hollow Spring Litter ( Wolf Hybrids) taking Deposits now,Location: Alabama,Price: $800.00
Neutered Arctic Fox,Location: Ohio,Price: $400.00
F1 bengal kitten male,Location: Texas,"Price: $2,000.00"
Pair of Mini Zebu,Location: Indiana,n/a
French angora rabbit,Location: New York,n/a
Sugar Gliders Joeys,Location: Nevada,Price: $450.00
Ride Camle,Location: Missouri,Price: 14000. Or best offer
CAMELS FOR SALE,Location: Missouri,n/a
Miniature cattle.for.sale,Location: Tennessee,n/a
Ottis,Location: Indiana,"Price: $5,000.00"
Marmosets Available,Location: Florida,"Price: 4,000"
Wolf hybrid for stud,Location: Florida,Price: $800.00
Baby Kinkajou male,Location: Texas,"Price: $3,400.00"
"BABY CAPUCHIN MONKEYS FOR SALE !!  WE ARE THE EXPERTS. FINANCING AVAILABLE, TRAINING, DELIVERY, SUPER SOCIALIZED, SWEET AND TAME",Location: Florida,"Price: $16,900.00"
Hedgehog babies,Location: Ohio,Price: $200.00
Male and female hedgehog 1/2 years old,Location: Tennessee,Price: $300.00
F1 Savannah for sale,Location: Oregon,"Price: 10,000"
Baby Kinkajou male,Location: Texas,"Price: 2,500"
Baby Hedgehogs,Location: Indiana,Price: $250.00
2 - Two toed sloths available!,Location: Florida,n/a
Adult White Arctic Wolves,Location: Florida,n/a
Female Porcupine,Location: Indiana,Price: $800.00
NEBRASKA RESIDENTS ONLY!!!  Ringtail Lemur,Location: Nebraska,"Price: $1,500.00"
Male muntjac,Location: Indiana,n/a
F1 bengal male,Location: Texas,"Price: $2,000.00"
Caracal babies male and female,Location: Tennessee,n/a
Miniature world final bucking bull,Location: Florida,"Price: $1,600.00"
Male Kinkajou,Location: Florida,Price: $800.00
Marmosets Available,Location: Florida,"Price: $4,000.00"
Female Llamas,Location: Missouri,Price: 1000 each
Africa Crested Porcupines,Location: Indiana,Price: 600 each
Chinchillas,Location: Michigan,n/a
Cinder male bengal,Location: Texas,"Price: $3,500.00"
Fancy Rats!!,Location: Michigan,n/a
Wolf Hybrid puppies,Location: Alabama,"Price: $1,500.00"
Neutered arctic male fox,Location: Ohio,Price: $400.00
Baby Mountain Coatimundi,Location: Michigan,n/a
"Ferret , Cage and all Accessories from College Kid",Location: Texas,n/a
Male Kinkajou,Location: Florida,"Price: 1,000"
Hedgehog pets for sale,Location: Texas,n/a
African Pygmy Hedgehogs,Location: Florida,Price: $150.00
Animals for adoption,Location: Florida,n/a
Chip snow bengal male kitten,Location: Texas,"Price: $4,000.00"
Graham,Location: Maryland,"Price: $4,000.00"
savannah kittens for sale F2C “HOLIDAY SALES”,Location: Florida,"Price: $1,750.00"
F1 bengal kittens (50% asian leopard cat),Location: Texas,Price: 4000-2000
Albino bennett`s Wallaby proven breeding pair,Location: Texas,"Price: $6,500.00"
Yellow-spotted rock hyrax (Bush hyrax),Location: Texas,n/a
Chinchilla,Location: Indiana,n/a
1.1 Sand Cat kittens available now!,Location: New York,n/a
Baby female porcupine,Location: Indiana,"Price: $1,000.00"
Royal Persian Angora TOV Male,Location: Missouri,"Price: $1,750.00"
F2 savannah proven breeder,Location: Texas,"Price: $4,500.00"
Degu,Location: Indiana,Price: 40-100
ISO WANTED - Patagonian Cavy FM,Location: Louisiana,n/a
Split face baby hedgehog,Location: New York,n/a
Chip snow male bengal kitten,Location: Texas,"Price: $4,000.00"
Male Owls Available,Location: Florida,n/a
Female Fennec Fox,Location: Florida,n/a
Hedgehog Babies for Christmas!,Location: Texas,n/a
"TICA GRAND CHAMPION Grandsired Savannah Kitten, Aurelia",Location: Missouri,"Price: $3,500.00"
Appaloosa Llama,Location: Virginia,"Price: 2,500.00"
Red Kangaroo Pair,Location: Texas,"Price: $8,000.00"
Female Wooly Opossum,Location: Michigan,n/a
Prehensile-Tailed Porcupines,Location: Michigan,n/a
Pair of Ringtail lemurs,Location: Missouri,Price: 4500$
Bengal kitten,Location: Texas,n/a
F1 bengal kittens,Location: Texas,Price: 2000 males $4500 females
Female Muntjac Deer,Location: Tennessee,n/a
"TICA GRAND CHAMPION Grandsired, Savannah Kitten, Santiago",Location: Missouri,"Price: $3,500.00"
2 Tibetan Yaks,Location: Kentucky,n/a
kinkajou Available,Location: California,"Price: $2,350.00"
Bush hyrax,Location: Texas,"Price: $5,450.00"
Sugar Gliders,Location: New York,n/a
Baby Woolly Opossum,Location: Florida,n/a
MINI PIGS FOR SALE !! VERY SMALL,Location: Florida,Price: $500.00
Ember bengal male kitten,Location: Texas,"Price: $3,500.00"
Baby Male Hedgehog,Location: New York,n/a
sugar glider,Location: Georgia,n/a
Female Baby Hedgehog,Location: New York,n/a
Zebu bull calf,Location: Tennessee,Price: $600.00
French angora rabbit,Location: New York,n/a
2 Ferrets for Sale,Location: Missouri,n/a
Tica reg bengal kittens,Location: Texas,"Price: $1,500.00"
African Serval Babies,Location: Texas,n/a
Female serval kitten dob 11-29-20,Location: Alabama,"Price: $5,000.00"
Palawan Leopard cat,Location: Texas,n/a
Mini pot belly pigs,Location: Virginia,Price: $200.00
Neutered male arctic fox,Location: Ohio,Price: $400.00
Blue Diamond Chinchillas Available,Location: Texas,Price: $400.00
Teddy and Gizzy,Location: Minnesota,n/a
Zebra stallion,Location: Oregon,"Price: 10,500.00"
Beautiful F2 Savannah Boys,Location: Pennsylvania,n/a
Snow Bengal kittens,Location: Arkansas,"Price: $2,800.00"
Zebra colt,Location: California,"Price: $8,500.00"
female chinchilla,Location: Illinois,Price: $150.00
Caracal female breeder and male breeder imports,Location: Tennessee,n/a
White Bison - Buffalo,Location: Iowa,Price: 7500 each
Winston male bengal kitten,Location: Texas,"Price: $3,500.00"
Green veret,Location: Virginia,"Price: $5,000.00"
Female llama,Location: Illinois,"Price: $2,200.00"
2 Beautiful F2 Savannah boys,Location: Pennsylvania,n/a
Cavy or Patagonian Hare,Location: South Carolina,n/a
Vervet Male 4 yrs old,Location: South Carolina,n/a
Neutered male Red Kangaroo,Location: Texas,n/a
Pot belly pigs,Location: California,n/a
Tica reg Bengal Male kit,Location: Nebraska,Price: $700.00
Bennett’s wallaby male Joey,Location: Ohio,n/a
Asian leopard cat,Location: Texas,"Price: $8,000.00"
Wolf Dog pups,Location: Kentucky,n/a
Wolf Dog pups,Location: Kentucky,"Price: $2,500.00"
Female Two Toed Sloth,Location: Florida,n/a
Young Capybara Pair,Location: Tennessee,"Price: 4,000"
Parent Raised Fennec Foxes,Location: Texas,n/a
"2 male chinchillas, bonded father and son",Location: Pennsylvania,n/a
Stunning Purebred F1 Bengal Kittens Available Now,Location: Alabama,"Price: $2,500.00"
Big Nice Fallow Buck,Location: Texas,"Price: $3,750.00"
Female violet sapphire chinchilla,Location: Illinois,Price: $500.00
Male Chinchilla,Location: Illinois,n/a
Mini pot belly pig,Location: Virginia,Price: $400.00
Sugar gliders,Location: New York,Price: $200.00
Hedgehogs,Location: New York,Price: $250.00
Bengal Kittens,Location: New York,"Price: $2,000.00"
F1 savannah boys,Location: Washington,n/a
2 female serval kittens. DOB-10-29-20,Location: Alabama,"Price: $5,000.00"
"MONKEY FOR SALE, POCKET MONKEY, AKA FINGER MONKEY. FINANCING AVAILABLE, LARGEST BREEDER",Location: Florida,"Price: $5,900.00"
1 BABY SQUIRREL MONKEY JUST BORN. FINANCING AVAILABLE !! TRAINING AND AFTER CARE SUPPORT,Location: Florida,"Price: $8,900.00"
African Serval Kittens,Location: Tennessee,"Price: 5,500.00"
Feence  fox male,Location: South Carolina,Price: $575.00
Alpacas,Location: Wisconsin,n/a
Female Camel,Location: Missouri,"Price: $14,000.00"
F2 Savannah boys,Location: Pennsylvania,n/a
Female Capybara,Location: Florida,"Price: $2,000.00"
Marmosets Available,Location: Florida,n/a
Asian leopard,Location: Texas,"Price: $6,500.00"
Tame Hedghog Babies,Location: Texas,n/a
Bengal Male,Location: Texas,"Price: $3,100.00"
"BABY CAPUCHIN MONKEYS FOR SALE !!  WE ARE THE EXPERTS. FINANCING AVAILABLE, TRAINING, DELIVERY, SUPER SOCIALIZED, SWEET AND TAME",Location: Florida,"Price: 14,500"
GIANT ROYAL PALM TURKEYS FOR SALE,Location: Florida,Price: $200.00
MINI PIGS FOR SALE !! VERY SMALL,Location: Florida,Price: $500.00
1 BABY SQUIRREL MONKEY JUST BORN. FINANCING AVAILABLE !! TRAINING AND AFTER CARE SUPPORT,Location: Florida,"Price: $8,900.00"
"MARMOSET FOR SALE, POCKET MONKEY, AKA FINGER MONKEY. FINANCING AVAILABLE, LARGEST BREEDER",Location: Florida,"Price: $5,900.00"
F6 Savannah kittens,Location: Oregon,Price: 1500 pet 2200 breeder
Wolf hybrids,Location: Tennessee,n/a
QUALITY Savannah kittens for sale!,Location: Missouri,"Price: $3,500.00"
Fennec Fox Babies For Sale,Location: Texas,n/a
Sugar Glider Breeder in Texas,Location: Texas,n/a
Patagonian Cavy Baby,Location: Florida,n/a
Cusimanse,Location: Louisiana,n/a
Sugar gliders hedgehogs,Location: Minnesota,n/a
Brown Lemurs For Sale,Location: Texas,n/a
Sugar Glider Joeys for Sale,Location: Texas,n/a
Ember bengal male kitten,Location: Texas,"Price: $4,000.00"
Cinder male bengal kitten,Location: Texas,"Price: $4,000.00"
Pair of in related coatimundi’s,Location: Mississippi,"Price: $2,500.00"
F6 Proven Male Savannah,Location: Florida,"Price: $1,500.00"
Male Ring Tail Cat,Location: Florida,"Price: $2,500.00"
Wolf Hybrid,Location: Tennessee,n/a
Sugar Glider-2- Trible & Peanut,Location: Florida,Price: 600 for both & cage
Breeding Pair of Capybara,Location: Tennessee,"Price: 4,000"
F2 female Savannah Kitten,Location: California,Price: 4000.00 OBO
gray wolf,Location: Kentucky,Price: $10.99
F6 Male Savannah,Location: Florida,n/a
Female African serval kitten,Location: ,"Price: 10,000"
Water Buffalo 6 months old,Location: Tennessee,Price: 1200.00 obo
Brazilian Short Tail Opossum (Financing Available),Location: Florida,Price: $250.00
Sugar Glider Female 50 days old,Location: Tennessee,Price: $200.00
Baby Kinkajous - Financing Available,Location: Florida,"Price: $3,500.00"
Year Old Female Chinchilla - with cage and everything included !,Location: Missouri,n/a
Bengal,Location: Florida,"Price: $1,200.00"
Male Munt jac  Deer on bottle,Location: Indiana,"Price: $1,800.00"
Dromedary Bull for Stud,Location: Missouri,n/a
"BABY OWL MONKEY AVAILABLE, FINANCING AVAILABLE, DELIVERY AVAILABLE, TRAINING AVAILABLE. WE ARE THE EXPERTS.",Location: Florida,"Price: $8,900.00"
"BABY MARMOSET FOR SALE, POCKET MONKEY, AKA FINGER MONKEY. FINANCING AVAILABLE, LARGEST BREEDER",Location: Florida,"Price: $5,900.00"
1 BABY SQUIRREL MONKEY JUST BORN. FINANCING AVAILABLE !! TRAINING AND AFTER CARE SUPPORT,Location: Florida,"Price: $8,900.00"
"BABY CAPUCHIN MONKEYS FOR SALE !!  WE ARE THE EXPERTS. FINANCING AVAILABLE, TRAINING, DELIVERY, SUPER SOCIALIZED, SWEET AND TAME",Location: Florida,"Price: 14,500"
F3 savannah cat,Location: South Carolina,"Price: $1,500.00"
"Micro mini piglet, pig",Location: Virginia,n/a
F2 Savannah boys,Location: Pennsylvania,n/a
Baby male Kinkajou,Location: Texas,"Price: 3,000"
Duprasi,Location: Texas,n/a
Flying Squirrel,Location: Texas,n/a
Prairie Dogs,Location: Texas,n/a
Southern Flying Squirrel Breeder,Location: Texas,n/a
Sugar Gliders,Location: Texas,n/a
Hybrid Bengal Kittens,Location: Texas,n/a
Micro Mini Pigs,Location: Texas,n/a
Sand Cat Kittens,Location: New York,n/a
TROPHY TEXAS DALL RAMS,Location: Texas,n/a
SERVAL BABIES BABIES BABIES,Location: Tennessee,n/a
Fennec Fox Kits,Location: Oklahoma,n/a
Marmoset Monkey Babies For Sale,Location: Texas,n/a
Savannah,Location: Pennsylvania,"Price: $1,700.00"
African crested porcupines,Location: Arizona,n/a
Tenrecs,Location: Arizona,n/a
F2 savannah,Location: Texas,"Price: $4,500.00"
Patagonian Cavy Bottle Babies,Location: Florida,n/a
Caracal kittens,Location: Florida,n/a
Bennetts Wallabies Mob,Location: Nevada,"Price: $8,000.00"
South american crab eating raccoon,Location: Texas,"Price: 1,000"
Capybara  m,Location: Michigan,"Price: 2,000"
Southern flying squirrels,Location: Florida,n/a
Ring tail Lemur,Location: Florida,"Price: $2,500.00"
6 week old Hedgehogs,Location: Illinois,n/a
Brown and Albino Bennett`s wallabys,Location: Texas,n/a
Savannah kittens for sale,Location: Missouri,"Price: $3,500.00"
Hedge Hog,Location: California,n/a
Patagonian cavy,Location: Arizona,n/a
Warthogs,Location: Arizona,n/a
Female Fennec Fox,Location: Florida,n/a
Grant Zebra male,Location: Alabama,n/a
GIANT ROYAL PALM TURKEYS FOR SALE,Location: Florida,Price: $200.00
MINI PIGS FOR SALE !! VERY SMALL,Location: Florida,Price: $500.00
"BABY OWL MONKEY AVAILABLE, FINANCING AVAILABLE, DELIVERY AVAILABLE, TRAINING AVAILABLE. WE ARE THE EXPERTS.",Location: Florida,"Price: $8,900.00"
"BABY CAPUCHIN MONKEYS FOR SALE !!  WE ARE THE EXPERTS. FINANCING AVAILABLE, TRAINING, DELIVERY, SUPER SOCIALIZED, SWEET AND TAME",Location: Florida,"Price: 14,500"
"MONKEY FOR SALE, POCKET MONKEY, AKA FINGER MONKEY. FINANCING AVAILABLE, LARGEST BREEDER",Location: Florida,"Price: $5,900.00"
Fat Tailed Gerbils [ Pachyuromys duprasi ],Location: New York,n/a
Cusimanse Mongoose,Location: Texas,n/a
Grant Zebra male,Location: Kentucky,n/a
Vervet male,Location: Florida,"Price: $4,000.00"
Max TICA registered bengal male,Location: Texas,"Price: $3,800.00"
Silver fox male,Location: Michigan,Price: $700.00
Year old black and white capuchin monkey,Location: Alabama,"Price: 10,000"
New Guinea Singing Dog pups,Location: Florida,n/a
HIGH CONTENT WOLF(DOG) puppies,Location: Missouri,"Price: $3,000.00"
F6 Proven Male Savannah,Location: Florida,"Price: $2,000.00"
Fennec fox,Location: Michigan,"Price: 2,900"
Wallaby,Location: Michigan,n/a
African crested porcupines,Location: North Carolina,Price: $800.00
Coatimundis,Location: Virginia,"Price: 1,500.00"
Alpaca’s,Location: Missouri,n/a
White Sugar Glider,Location: Kentucky,Price: $375.00
Kinkajou boy Available,Location: Florida,"Price: $2,800.00"
Spider female baby,Location: Tennessee,n/a
Chinchillas,Location: Illinois,n/a
Female common marmoset,Location: Illinois,n/a
Hedgehogs,Location: Minnesota,n/a
Wolves,Location: Illinois,n/a
Grant Zebra male,Location: Kentucky,n/a
Bison calves,Location: Nebraska,n/a
Indu calves,Location: Nebraska,n/a
10 month male Caracal,Location: Washington,"Price: $7,700.00"
Baby ferrets,Location: Florida,Price: $200.00
Marmoset babies common ( white tufted ),Location: Tennessee,n/a
Spider girl,Location: Tennessee,n/a
Arctic fox,Location: Ohio,Price: $400.00
Camel,Location: Indiana,n/a
Spider male baby,Location: Tennessee,n/a
Serval babies 3 weeks old,Location: Tennessee,n/a
Kinkajou Pair,Location: Ohio,"Price: $2,200.00"
2 female sugar gliders for sale,Location: Minnesota,n/a
Grivet m,Location: Michigan,"Price: 4,500"
Female Dromedary Camel,Location: North Carolina,"Price: 4,200.00"
MINI PIGS FOR SALE !! VERY SMALL,Location: Florida,Price: $500.00
Bonded chinchillas for sale,Location: New York,Price: $500.00
Caracal kittens,Location: Florida,n/a
Patagonian Cavy,Location: Florida,n/a
F1 savannah,Location: Washington,n/a
Pot Bellied Piglets,Location: Ohio,Price: $150.00
Capybara  m,Location: Michigan,"Price: 2,000"
Fennec Fox m,Location: Michigan,"Price: 2,900"
Bennett wallaby m,Location: Michigan,"Price: 2,000"
kinkajou Available,Location: Florida,"Price: $2,500.00"
Breeding Pair Crab Eating Raccoons,Location: Georgia,"Price: $2,400.00"
"WATER BUFFALO FOR SALE, BROKE TO RIDE",Location: Kentucky,"Price: $12,000.00"
Marmoset babies,Location: Tennessee,n/a
MINI PIGS FOR SALE !! VERY SMALL,Location: Florida,Price: $500.00
Hedgehogs,Location: Minnesota,n/a
Sugar gliders,Location: Minnesota,n/a
Spider female baby,Location: Tennessee,n/a
SERVAL BABIES BABIES BABIES,Location: Tennessee,n/a
Kinkajou,Location: New Jersey,"Price: $2,000.00"
Vervet female baby,Location: Tennessee,n/a
Mickey,Location: Texas,"Price: $1,200.00"
Large Pure Savannah-UPDATE- WE ARE PREGNANT!,Location: California,n/a
Baby Fancy Rats,Location: Florida,n/a
Caracal Kitten,Location: Michigan,n/a
Female serval 8 weeks old dob 8-15-20 and a litter born 10/29/20,Location: Alabama,"Price: $5,000.00"
Male and female brown/grey Degu,Location: Florida,Price: 2 for $20
Potbelly pig,Location: Georgia,Price: $250.00
Male Muntjac fawn on bottle,Location: Indiana,n/a
SERVAL BABIES BABIES BABIES,Location: Tennessee,n/a
Spider female baby,Location: Tennessee,n/a
Female chino,Location: Arkansas,Price: 100$
Caleb TICA registered male bengal kitten,Location: Texas,"Price: $3,200.00"
Two Female Bactrian Camels,Location: Washington,"Price: $12,000.00"
Prove Female Bactrian Camel,Location: Washington,"Price: $15,000.00"
Rabbit mini lops,Location: California,Price: 35 to 100
Mid Content Wolfdogs,Location: Kentucky,n/a
Kittens!,Location: Florida,Price: $750.00
Savannah and Savannah Lynx Hybrids,Location: California,"Price: $1,500.00"
Degus assorted colors /sexes,Location: Maine,n/a
Baby Mongoose (Cusimanse),Location: Texas,n/a
Tame Patagonian cavy breeding pair,Location: Florida,n/a
Caracal kittens,Location: Florida,"Price: $7,000.00"
Sugar gliders,Location: Minnesota,n/a
Hedgehogs,Location: Minnesota,n/a
Male squirrel monkey,Location: Mississippi,"Price: $7,800.00"
F4 Savannah Kitten Health Guarantee TICA Registered,Location: Virginia,Price: $900.00
Lesser Hedgehog Tenrecs,Location: North Carolina,Price: 400-500
Black cap capuchin baby,Location: Tennessee,n/a
SERVAL BABIES BABIES BABIES,Location: Tennessee,n/a
Spotted jack proven,Location: Michigan,Price: $500.00
Young grivet m,Location: Michigan,"Price: 4,300"
12 week old hedgehogs,Location: Florida,n/a
Fennec fox baby m,Location: Michigan,"Price: 3,ooo"
Female kinkajou Available,Location: Florida,n/a
Serval and Caracals kittens Available at TREETOPEXOTICS,Location: Florida,n/a
Marmoset available here at TREETOPEXOTICS,Location: Florida,"Price: $3,500.00"
Female Serval Kitten,Location: Arkansas,n/a
"Fennec Fox, Ring-tailed Lemur",Location: South Carolina,n/a
Prevost Squirrels,Location: Florida,n/a
Savannah x Maine Coon kittens,Location: Florida,Price: $750.00
Male Patagonian Cavy,Location: Florida,Price: $300.00
Female red kangaroo,Location: Oklahoma,n/a
Proven Bactrian Camel Female,Location: Washington,"Price: $15,000.00"
Two Female Bactrian camels,Location: Washington,"Price: $12,000.00"
Boy and Gril Caracal kittens,Location: Florida,"Price: $7,000.00"
Surplus for sale,Location: Arizona,Price: $300.00
Mountain Coatimundi’s and Arctic Fox pair,Location: Illinois,Price: $1.00
2 Year Old Asian Water Buffalo Heifer,Location: Georgia,n/a
American Bison Female,Location: Georgia,"Price: $1,800.00"
2 Year Old Female Bison,Location: Georgia,"Price: $1,800.00"
3 month old Patagonian Cavy Male and Female,Location: Illinois,Price: $300.00
Southern flying squirrel babies,Location: Texas,Price: $600.00
Female rosette bangel,Location: Wisconsin,Price: $500.00
Leopard Bengal Kittens,Location: Indiana,n/a
Hedgehogs,Location: Indiana,Price: $195.00
Miniature Cow Zebu Dexter Cow 6 months old,Location: Indiana,"Price: $1,200.00"
Leopard Bengal Kittens,Location: Indiana,"Price: $1,500.00"
Female Fennec Fox,Location: Florida,n/a
Fishing cat female for breeding  1 yr,Location: Tennessee,"Price: $3,000.00"
Rare Cinnamon capuchin beautiful female,Location: Tennessee,n/a
SERVAL BABIES BABIES BABIES,Location: Tennessee,"Price: $4,500.00"
Dromedary Male 19 years old and Bactrian Male 2 years old,Location: North Carolina,Price: 10000 Your pick
Patagonian Cavy Babies,Location: Florida,Price: 200 per baby
Female Adult Fennec Fox,Location: Florida,n/a
Two Female Bactrian camels,Location: Washington,"Price: 12,000"
Proven Bactrian Camel Female,Location: Washington,"Price: 15,000"
Western Timber Dogs,Location: Tennessee,n/a
Western Timber Dogs,Location: Tennessee,n/a
Exotic  Painted Rosseta Bengals,Location: West Virginia,n/a
Ferret,Location: Ohio,n/a
Capybara bottle babies,Location: Florida,n/a
5 Sugar Glider In Need Of A Loving Home,Location: New York,"Price: $1,500.00"
Patagonian cavys,Location: Oklahoma,Price: $300.00
High Content Young Wolf,Location: Georgia,n/a
F1 savannah male,Location: South Carolina,"Price: 16,500"
Sugar gliders and all accessories,Location: Indiana,Price: $650.00
"Looking a baby Rhesus, Pigtail or Snow '' Japanese '' Monkey",Location: North Carolina,n/a
DROGO,Location: Florida,"Price: $9,000.00"
Savannah x Maine Coon kittens,Location: Florida,Price: $750.00
Sand Cat kitten available soon!,Location: New York,n/a
Fennec fox kits,Location: Texas,n/a
African Serval babies,Location: Tennessee,n/a
FISHING CAT FEMALE YEAR OLD Breeder,Location: Tennessee,"Price: $3,000.00"
Proven breeding colony of friendly blue and brown degus,Location: Michigan,n/a
6 Year old extremely friendly male African Crested Porcupine,Location: Michigan,Price: $900.00
Five year old female fennec fox,Location: Michigan,"Price: $3,000.00"
Serval babies 3 weeks old,Location: Tennessee,n/a
Fennec fox kits,Location: Texas,n/a
Pair of Breeding Sloths,Location: Florida,"Price: 18,000"
female red kangaroo,Location: Oklahoma,n/a
Micro mini pigs,Location: Wisconsin,Price: $600.00
Savannah kittens,Location: Florida,n/a
Marmoset Babies,Location: Tennessee,n/a
Percie TICA registered bengal male kitten,Location: Texas,"Price: $4,000.00"
Dromedary Camel,Location: Indiana,n/a
"Available: Capybara, Porcupines, Bat Eared Fox",Location: Texas,n/a
Male Cavies,Location: New York,Price: $200.00
